deck	type	front	back	tags	src	key
자격증::공인중개사::공인중개사법	cloze	임대차계약을 **체결하려는** 자가 확정일자 정보제공을 요청하려면 {{c1::임대인의 허락}}이 필요하고, 인적사항은 {{c2::받지 못한다}}.	'이미 체결한 자'는 두 가지 모두 반대로 처리된다. 주임법·상임법 공통	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	중개실무-정보제공-체결하려는자
자격증::공인중개사::공인중개사법	basic	임대차계약을 **이미 체결한** 자가 정보제공을 요청할 때 임대인의 허락이 필요한가?	필요 없다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	중개실무-정보제공-체결한자-허락
자격증::공인중개사::공인중개사법	basic	임대차계약을 **이미 체결한** 자는 임대인의 인적사항을 받을 수 있는가?	받을 수 있다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	중개실무-정보제공-체결한자-인적사항
자격증::공인중개사::공인중개사법	cloze	임차인은 임차권등기명령의 신청과 그에 따른 임차권등기와 관련하여 든 비용을 {{c1::임대인}}에게 청구할 수 있다.	비용 부담의 종착지는 임대인이다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	주임법-임차권등기명령-비용청구
자격증::공인중개사::공인중개사법	cloze	계약갱신요구권 행사 이후의 계약 해지 — 주임법은 {{c1::가능}}하고 상임법은 불가능하다.	상가는 처음부터 원하는 만큼 계약기간을 늘려가면서 계약해야 한다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	주임법상임법-갱신후해지-가부
자격증::공인중개사::공인중개사법	cloze	권리금 회수기회 보호가 제한되는 대표 사유 3가지: {{c1::갱신요구 거절사유 존재}} / {{c2::1년 6개월 이상 영리목적 미사용}} / {{c3::임대인이 선택한 신규임차인이 권리금을 지급}}	원문은 '…등은'으로 열린 열거다. 미사용 주체 표현은 조문 확인 대상(노트 하단 확인 필요 4번)	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	중개실무-권리금보호제한-3사유
자격증::공인중개사::공인중개사법	cloze	배당요구를 할 수 있는 종기는 {{c1::첫 매각기일 이전}}으로 정한다.	매각기일에 최고가매수신고인이 결정되고 차순위매수신고가 가능하다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	경매-배당요구종기-첫매각기일
자격증::공인중개사::공인중개사법	cloze	매수신청의 보증금액은 {{c1::최저매각가격}}의 {{c2::10분의 1}}로 한다.	모든 참여자가 기준에 맞게 동일한 금액으로 해야 하므로. 항고보증금은 '매각대금'의 1/10 — 기준액이 다르다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	경매-매수신청보증-최저매각가격10분의1
자격증::공인중개사::공인중개사법	basic	경매로 농지를 취득할 때 제출해야 하는 증명은?	농취증만 필요하고 토지거래허가 등은 필요하지 않다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	경매-농취증-토지거래허가불요
자격증::공인중개사::공인중개사법	cloze	경매에서 농취증은 {{c1::매각결정기일}}까지 제출한다.	발급이 급해서 보통 4일 만에 발급해준다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	경매-농취증-제출기한
자격증::공인중개사::공인중개사법	basic	유치권자가 경락인에게 **청구할 수 없는** 것은?	피담보채권의 변제 — 인도를 거절할 수 있을 뿐이다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	경매-유치권-인도거절만가능
자격증::공인중개사::공인중개사법	basic	매수인은 유치권으로 담보하는 채권을 변제할 책임이 있는가?	있다 — 유치권자가 변제를 청구하지는 못하지만 매수인의 책임은 별개다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	경매-유치권-매수인변제책임
자격증::공인중개사::공인중개사법	cloze	최선순위 소유권이전등기청구권 보전의 가등기는 매수인에게 {{c1::인수}}된다.	담보가 아니기 때문이다 — 담보가 아니면 위에 있으면 인수, 아래 있으면 소멸로 외운다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	경매-가등기-담보아니면인수
자격증::공인중개사::공인중개사법	cloze	매수신청대리도 중개업과 같이 중개사가 폐업·사망·해산한 날부터 {{c1::3년}} 이내에는 공탁금을 회수할 수 없다.		공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	매수신청대리-공탁금회수제한-3년
자격증::공인중개사::공인중개사법	cloze	매수신청대리에서 폐업과 취소는 {{c1::절대적 등록취소}}, 휴업과 정지는 {{c2::절대적 업무정지}}이다.		공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	매수신청대리-폐업취소는절등취
자격증::공인중개사::공인중개사법	basic	중소기업 법인이 주택을 임차하고 대표이사가 인도·주민등록을 한 경우 대항요건이 인정되는가?	인정되지 않는다 — 중소기업 대표이사는 직원으로 보지 않기 때문이다	공인중개사 공인중개사법 강조 기출직결 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	주임법-법인임차-대표이사대항요건부정
자격증::공인중개사::공인중개사법	basic	보증금을 감액하여 나중에 소액임차인이 된 경우 보호받는가?	보호받는다	공인중개사 공인중개사법 강조 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	주임법-소액임차인-감액후취득
자격증::공인중개사::공인중개사법	basic	임차 이후에 주거용 건물로 변경된 경우 우선변제를 받을 수 있는가?	받을 수 있다	공인중개사 공인중개사법 강조 이월	2026-09-03-공인중개사법-(임대차 정보제공 등~공인중개사의 매수신청대리인 등록 등에 관한 규칙 3회독 + 단원별모의고사).md	주임법-소액임차인-사후주거용변경
