deck	type	front	back	tags	src	key
자격증::공인중개사::민법	basic	이중매매에 적극 가담한 제2매수인에 대하여 제1매수인이 직접 청구할 수 있는 것은?	불법행위로 인한 손해배상 — 제2매수인에게 직접 청구할 수 있다	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-이중매매-적극가담제2매수인-직접손배청구
자격증::공인중개사::민법	basic	불공정한 법률행위(제104조)가 성립할 수 없는 행위 유형은?	증여와 같은 무상행위	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-불공정법률행위-무상행위불성립
자격증::공인중개사::민법	basic	가장채권을 가압류한 채권자는 통정허위표시의 제3자에 해당하는가?	해당한다(포함된다)	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-통정허위표시-가압류채권자-제3자O
자격증::공인중개사::민법	basic	계약 해제의 제3자 보호에서 가압류채권자가 제3자로 인정되는 범위는?	부동산에 가압류를 한 경우로 한정된다 — 통정허위표시의 제3자(가장채권 가압류도 포함)보다 좁다	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-해제제3자-부동산가압류한정
자격증::공인중개사::민법	cloze	상대방에 의해 유발된 동기의 착오는 동기가 {{c1::표시되지 않았더라도}} 중요부분의 착오가 될 수 있다.	동기의 착오는 원칙적으로 표시되어야 하지만, 상대방이 유발한 경우가 예외다	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-착오-상대방유발동기착오-표시불요
자격증::공인중개사::민법	cloze	착오취소에서 상대방(법률행위의 효력을 주장하는 자)이 증명해야 하는 유일한 요건은 표의자의 {{c1::중대한 과실}}이고, 나머지는 표의자가 전부 증명한다.	착오의 존재·중요부분성은 표의자가 증명	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-착오-입증책임-중과실만상대방
자격증::공인중개사::민법	basic	사기를 당해 서명의 착오를 한 경우, 사기취소·착오취소 중 가능한 것은?	착오취소만 가능 — 의사표시를 한 게 아니라고 본다	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-서명의착오-착오취소만가능
자격증::공인중개사::민법	cloze	제3자의 사기로 의사표시를 한 경우, 그 상대방에게도 {{c1::과실}}이 있어야 취소할 수 있다.	대리인의 사기·강박은 언제나 취소 가능(제3자 사기와 대비)	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-제3자사기-상대방과실요건
자격증::공인중개사::민법	basic	제3자의 사기를 당한 자가 그 제3자에게 손해배상을 청구하려면 반드시 계약을 취소해야 하는가?	아니다 — 계약을 취소하지 않고도 제3자에게 손해배상을 청구할 수 있다	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-제3자사기-손배청구에취소불요
자격증::공인중개사::민법	cloze	법정추인으로 보지 않아 취소권을 여전히 행사할 수 있는 경우의 3글자 두문자 = {{c1::상청양}}	상대방이 청구하거나 양도한 상황 → 법정추인된 것으로 보지 않는다	공인중개사 민법 강조 기출직결	2026-09-07-민법-(민법총설~토지거래허가구역 4회독).md	민법-법정추인-상청양-상대방청구양도제외
