deck	type	front	back	tags	src	key
자격증::공인중개사::부동산공법	cloze	광역도시계획 — 광역계획권이 지정된 후 {{c1::3년}} 이내에 수립하지 않으면 상위 행정청이 수립한다		공인중개사 부동산공법 구노트	2026-02-18-부동산공법-(총칙~도시군관리계획의 입안).md	공법-광역도시계획-미수립3년-상위행정청
자격증::공인중개사::부동산공법	cloze	도시·군기본계획을 수립하지 않을 수 있는 시·군 3요건 — 수도권에 속하지 않을 것 + 광역시와 경계가 맞닿지 않을 것 + 인구 {{c1::10만명}} 이하		공인중개사 부동산공법 구노트	2026-02-18-부동산공법-(총칙~도시군관리계획의 입안).md	공법-도시군기본계획-수립생략-인구10만명
자격증::공인중개사::부동산공법	cloze	도시·군기본계획의 정비 — {{c1::5년}}마다 타당성을 전반적으로 재검토하여 정비한다		공인중개사 부동산공법 구노트	2026-02-18-부동산공법-(총칙~도시군관리계획의 입안).md	공법-도시군기본계획-정비-5년마다재검토
자격증::공인중개사::부동산공법	basic	도시·군관리계획을 주민이 입안 제안할 수 있는 대상 5가지의 두문자 기억고리는?	용산기지입 — 용도지구(지구단위계획으로 대체) · 산업유통개발진흥지구 · 기반시설의 설치 · 지구단위계획구역 · 입체복합구역	공인중개사 부동산공법 구노트	2026-02-18-부동산공법-(총칙~도시군관리계획의 입안).md	공법-도시군관리계획-주민입안제안-용산기지입
자격증::공인중개사::부동산공법	cloze	도시·군관리계획 입안 — 서면으로 청취한 주민 의견의 열람기간은 {{c1::14일}}		공인중개사 부동산공법 구노트	2026-02-18-부동산공법-(총칙~도시군관리계획의 입안).md	공법-도시군관리계획-주민의견열람-14일
자격증::공인중개사::부동산공법	cloze	수산자원보호구역의 도시·군관리계획 결정 — 원칙은 {{c1::해양수산부장관}}이 결정하나, {{c2::1㎢}} 이하는 시·도지사가 결정할 수 있다		공인중개사 부동산공법 구노트	2026-02-19-부동산공법-(도시군관리계획의 결정~공동구의 설치관리).md	공법-수산자원보호구역-결정권자-1제곱킬로미터
자격증::공인중개사::부동산공법	basic	용도지구 9가지를 외우는 두문자 기억고리는?	경보복개 / 고취 / 방방특 — 경보복개(경관·보호·복합용도·개발진흥) / 고취(고도·취락) / 방방특(방재·방화·특정용도)	공인중개사 부동산공법 구노트	2026-02-19-부동산공법-(도시군관리계획의 결정~공동구의 설치관리).md	공법-용도지구-9종-경보복개고취방방특
자격증::공인중개사::부동산공법	cloze	시가화조정구역 — 시가화 유보기간은 {{c1::5년 이상 20년 이내}}, 유보기간이 끝난 {{c2::다음 날}}부터 효력이 발생한다		공인중개사 부동산공법 구노트	2026-02-19-부동산공법-(도시군관리계획의 결정~공동구의 설치관리).md	공법-시가화조정구역-유보기간-5년20년다음날
자격증::공인중개사::부동산공법	cloze	공동구 설치비용 — 점용예정자는 공사 착수 전에 부담액의 {{c1::3분의 1}}을 납부해야 한다		공인중개사 부동산공법 구노트	2026-02-19-부동산공법-(도시군관리계획의 결정~공동구의 설치관리).md	공법-공동구-설치비용-착수전3분의1납부
자격증::공인중개사::부동산공법	cloze	공동구 — {{c1::5년}}마다 안전 및 유지관리를 하여야 한다		공인중개사 부동산공법 구노트	2026-02-19-부동산공법-(도시군관리계획의 결정~공동구의 설치관리).md	공법-공동구-안전유지관리-5년마다
