deck	type	front	back	tags	src	key
자격증::공인중개사::민법	cloze	주택임대차 대항력이 성립하려면 {{c1::점유한 자와 주민등록한 자가 같은 사람}}이어야 한다.	전차인이 거주하는데 임차인 명의로 주민등록되어 있으면 대항력이 없다. 가족의 주민등록도 공동생활하지 않으면 의미가 없다.	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	주임법-대항력-점유자와주민등록자일치
자격증::공인중개사::민법	basic	주택임차인이 별도로 전세권설정등기를 한 경우, 임차권과 전세권의 관계는?	전혀 별개의 권리다 — 배당요구도 각각 하고 권리의 소멸도 각각이다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	주임법-전세권설정등기-별개의권리
자격증::공인중개사::민법	cloze	대항요건과 확정일자를 갖춘 임차인과 소액임차인은 {{c1::대지만의 경매}}에서도 우선변제권을 행사할 수 있다.	건물이 아니라 땅만 경매에 나와도 보증금 우선변제가 가능하다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	주임법-대지만의경매-우선변제권
자격증::공인중개사::민법	cloze	나대지에 저당권이 설정된 뒤 그 위에 건물이 올라간 경우, 그 건물의 소액임차인은 {{c1::토지}}에 대해서만은 최우선변제를 받을 수 없다.	건물 부분의 최우선변제와는 별개다 — 토지에 대해서만 막힌다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	주임법-나대지저당후신축-토지최우선변제불가
자격증::공인중개사::민법	cloze	상가건물임대차보호법의 계약갱신요구권은 {{c1::최초 임대차기간을 포함하여 10년}}까지 인정된다.	주택임대차보호법과 갈리는 지점이다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	상임법-갱신요구권-최초포함10년
자격증::공인중개사::민법	basic	상가 임대차에서 10년이 지나 계약갱신요구를 할 수 없게 된 경우, 임대인의 권리금 회수기회 보호의무는?	여전히 부담한다 — 갱신요구권이 끊겨도 권리금 보호는 살아 있다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	상임법-10년경과후-권리금보호의무존속
자격증::공인중개사::민법	basic	권리금 회수 방해로 인한 손해배상의무와 임차목적물 반환의무는 동시이행관계인가?	아니다 — 별개의 원인에서 나온 의무라 동시이행관계가 아니다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	상임법-권리금손해배상-반환의무-비동시이행
자격증::공인중개사::민법	cloze	가등기담보법은 {{c1::소비대차}}로 인한 대물변제약정에 적용되므로, 공사대금·매매대금·물품대금 채권에 붙인 가등기에는 적용되지 않는다.	빌려준 돈에서만 폭리 위험이 생긴다 — 거래로 정당히 받을 돈은 이 법 밖이다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	가담법-적용범위-소비대차대물변제약정
자격증::공인중개사::민법	cloze	가등기담보 부동산의 {{c1::매매예약 당시}} 시가가 피담보채권액에 미치지 못하면 실행통지를 할 필요가 없다.	폭리 위험이 없어 법 적용 자체가 안 되기 때문이다. 반대로 실행통지 시에 미치지 못하는 것은 청산금이 없는 경우일 뿐이라 통지는 해야 한다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	가담법-실행통지불요-매매예약당시시가
자격증::공인중개사::민법	cloze	가등기담보 실행통지의 상대방 3인은 {{c1::채무자·물상보증인·제3취득자}}(채·물·제)다.	후순위권리자는 실행통지했음을 통지받는 대상일 뿐 실행통지의 상대방이 아니다. 통지는 잃는 쪽에, 청산금은 받는 쪽에 간다	공인중개사 민법 강조 기출직결	2026-08-31-민법-(주택임대차보호법~집합건물의 소유 및 관리에 관한 법률 3회독 + 단원별모의고사).md	가담법-실행통지상대방-채물제
